1	1	401	0
1	1	402	0
1	1	403	0
1	1	404	0
1	1	405	0
1	1	406	0
1	1	407	0
1	1	408	0
1	1	409	0
1	1	41	0
1	1	411	0
1	1	412	0
1	1	413	0
1	1	414	0
1	1	415	0
1	1	416	0
1	1	417	0
1	1	418	0
1	1	419	0
1	1	42	0
1	1	421	0
1	1	422	0
1	1	423	0
1	1	424	0
1	1	425	0
1	1	426	0
1	1	427	0
1	1	428	0
1	1	429	0
1	1	43	0
1	1	431	0
1	1	432	0
1	1	433	0
1	1	434	0
1	1	435	0
1	1	436	0
1	1	437	0
1	1	438	0
1	1	439	0
1	1	44	0
1	1	441	0
1	1	442	0
1	1	443	0
1	1	444	0
1	1	445	0
1	1	446	0
1	1	447	0
1	1	448	0
1	1	449	0
1	1	45	0
1	1	451	0
1	1	452	0
1	1	453	0
1	1	454	0
1	1	455	0
1	1	456	0
1	1	457	0
1	1	458	0
1	1	459	0
1	1	46	0
1	1	461	0
1	1	462	0
1	1	463	0
1	1	464	0
1	1	465	0
1	1	466	0
1	1	467	0
1	1	468	0
1	1	469	0
1	1	47	0
1	1	471	0
1	1	472	0
1	1	473	0
1	1	474	0
1	1	475	0
1	1	476	0
1	1	477	0
1	1	478	0
1	1	479	0
1	1	48	0
1	1	481	0
1	1	482	0
1	1	483	0
1	1	484	0
1	1	485	0
1	1	486	0
1	1	487	0
1	1	488	0
1	1	489	0
1	1	49	0
1	1	491	0
1	1	492	0
1	1	493	0
1	1	494	0
1	1	495	0
1	1	496	0
1	1	497	0
1	1	498	0
1	1	499	0
1	1	5	0
1	1	501	0
1	1	502	0
1	1	503	0
1	1	504	0
1	1	505	0
1	1	506	0
1	1	507	0
1	1	508	0
1	1	509	0
1	1	51	0
1	1	511	0
1	1	512	0
1	1	513	0
1	1	514	0
1	1	515	0
1	1	516	0
1	1	517	0
1	1	518	0
1	1	519	0
1	1	52	0
1	1	521	0
1	1	522	0
1	1	523	0
1	1	524	0
1	1	525	0
1	1	526	0
1	1	527	0
1	1	528	0
1	1	529	0
1	1	53	0
1	1	531	0
1	1	532	0
1	1	533	0
1	1	534	0
1	1	535	0
1	1	536	0
1	1	537	0
1	1	538	0
1	1	539	0
1	1	54	0
1	1	541	0
1	1	542	0
1	1	543	0
1	1	544	0
1	1	545	0
1	1	546	0
1	1	547	0
1	1	548	0
1	1	549	0
1	1	55	0
1	1	551	0
1	1	552	0
1	1	553	0
1	1	554	0
1	1	555	0
1	1	556	0
1	1	557	0
1	1	558	0
1	1	559	0
1	1	56	0
1	1	561	0
1	1	562	0
1	1	563	0
1	1	564	0
1	1	565	0
1	1	566	0
1	1	567	0
1	1	568	0
1	1	569	0
1	1	57	0
1	1	571	0
1	1	572	0
1	1	573	0
1	1	574	0
1	1	575	0
1	1	576	0
1	1	577	0
1	1	578	0
1	1	579	0
1	1	58	0
1	1	581	0
1	1	582	0
1	1	583	0
1	1	584	0
1	1	585	0
1	1	586	0
1	1	587	0
1	1	588	0
1	1	589	0
1	1	59	0
1	1	591	0
1	1	592	0
1	1	593	0
1	1	594	0
1	1	595	0
1	1	596	0
1	1	597	0
1	1	598	0
1	1	599	0
1	1	6	0
1	1	601	0
1	1	602	0
1	1	603	0
1	1	604	0
1	1	605	0
1	1	606	0
1	1	607	0
1	1	608	0
1	1	609	0
1	1	61	0
1	1	611	0
1	1	612	0
1	1	613	0
1	1	614	0
1	1	615	0
1	1	616	0
1	1	617	0
1	1	618	0
1	1	619	0
1	1	62	0
1	1	621	0
1	1	622	0
1	1	623	0
1	1	624	0
1	1	625	0
1	1	626	0
1	1	627	0
1	1	628	0
1	1	629	0
1	1	63	0
1	1	631	0
1	1	632	0
1	1	633	0
1	1	634	0
1	1	635	0
1	1	636	0
1	1	637	0
1	1	638	0
1	1	639	0
1	1	64	0
1	1	641	0
1	1	642	0
1	1	643	0
1	1	644	0
1	1	645	0
1	1	646	0
1	1	647	0
1	1	648	0
1	1	649	0
1	1	65	0
1	1	651	0
1	1	652	0
1	1	653	0
1	1	654	0
1	1	655	0
1	1	656	0
1	1	657	0
1	1	658	0
1	1	659	0
1	1	66	0
1	1	661	0
1	1	662	0
1	1	663	0
1	1	664	0
1	1	665	0
1	1	666	0
1	1	667	0
1	1	668	0
1	1	669	0
1	1	67	0
1	1	671	0
1	1	672	0
1	1	673	0
1	1	674	0
1	1	675	0
1	1	676	0
1	1	677	0
1	1	678	0
1	1	679	0
1	1	68	0
